Year,Winner,Loser,WRank,LRank,pl1_flag,pl1_year_pro,pl1_weight,pl1_height,pl1_hand,pl2_flag,pl2_year_pro,pl2_weight,pl2_height,pl2_hand,higher_rank_won,rank_diff,rank_diff_cat,same_handedness
2019,Berdych T.,Schwartzman D.,57,16.0,CZE,2002,91,196,Right,ARG,2010.0,64.0,170.0,Right,No,41.0,Medium,Yes
2019,Federer R.,Fritz T.,3,50.0,SUI,1998,85,185,Right,USA,2015.0,84.0,193.0,Right,Yes,-47.0,Medium,Yes
2019,Tiafoe F.,Seppi A.,39,35.0,USA,2015,77,188,Right,ITA,2002.0,75.0,191.0,Right,No,4.0,Low,Yes
2019,Dimitrov G.,Fabbiano T.,21,102.0,BUL,2008,80,191,Right,ITA,2005.0,69.0,173.0,Right,Yes,-81.0,High,Yes
2019,Bautista Agut R.,Khachanov K.,24,11.0,ESP,2005,76,183,Right,RUS,2013.0,88.0,198.0,Right,No,13.0,Low,Yes
2019,Nadal R.,De Minaur A.,2,29.0,ESP,2001,85,185,Left,AUS,2015.0,69.0,180.0,Right,Yes,-27.0,Low,No
2019,Cilic M.,Verdasco F.,7,28.0,CRO,2005,89,198,Right,ESP,2001.0,87.0,185.0,Left,Yes,-21.0,Low,No
2019,Medvedev D.,Goffin D.,19,22.0,RUS,2014,81,198,Right,BEL,2009.0,68.0,180.0,Right,Yes,-3.0,Low,Yes
2019,Nishikori K.,Sousa J.,9,44.0,JPN,2007,75,178,Right,POR,2008.0,74.0,185.0,Right,Yes,-35.0,Medium,Yes
2019,Carreno Busta P.,Fognini F.,23,13.0,ESP,2009,78,188,Right,ITA,2004.0,74.0,178.0,Right,No,10.0,Low,Yes
2019,Raonic M.,Herbert P.H.,17,55.0,CAN,2008,98,196,Right,FRA,2010.0,79.0,188.0,Right,Yes,-38.0,Medium,Yes
2019,Djokovic N.,Shapovalov D.,1,27.0,SRB,2003,77,188,Right,CAN,2016.0,76.0,183.0,Left,Yes,-26.0,Low,No
2019,Coric B.,Krajinovic F.,12,93.0,CRO,2013,79,185,Right,SRB,2008.0,75.0,185.0,Right,Yes,-81.0,High,Yes
2019,Zverev A.,Bolt A.,4,155.0,GER,2013,86,198,Right,AUS,2011.0,84.0,183.0,Left,Yes,-151.0,High,No
2019,Pouille L.,Popyrin A.,31,149.0,FRA,2012,81,185,Right,AUS,2017.0,78.0,196.0,Right,Yes,-118.0,High,Yes
2019,Tiafoe F.,Dimitrov G.,39,21.0,USA,2015,77,188,Right,BUL,2008.0,80.0,191.0,Right,No,18.0,Low,Yes
2019,Nadal R.,Berdych T.,2,57.0,ESP,2001,85,185,Left,CZE,2002.0,91.0,196.0,Right,Yes,-55.0,Medium,No
2019,Bautista Agut R.,Cilic M.,24,7.0,ESP,2005,76,183,Right,CRO,2005.0,89.0,198.0,Right,No,17.0,Low,Yes
2019,Tsitsipas S.,Federer R.,15,3.0,GRE,2016,83,193,Right,SUI,1998.0,85.0,185.0,Right,No,12.0,Low,Yes
2019,Raonic M.,Zverev A.,17,4.0,CAN,2008,98,196,Right,GER,2013.0,86.0,198.0,Right,No,13.0,Low,Yes
2019,Pouille L.,Coric B.,31,12.0,FRA,2012,81,185,Right,CRO,2013.0,79.0,185.0,Right,No,19.0,Low,Yes
2019,Nishikori K.,Carreno Busta P.,9,23.0,JPN,2007,75,178,Right,ESP,2009.0,78.0,188.0,Right,Yes,-14.0,Low,Yes
2019,Djokovic N.,Medvedev D.,1,19.0,SRB,2003,77,188,Right,RUS,2014.0,81.0,198.0,Right,Yes,-18.0,Low,Yes
2019,Tsitsipas S.,Bautista Agut R.,15,24.0,GRE,2016,83,193,Right,ESP,2005.0,76.0,183.0,Right,Yes,-9.0,Low,Yes
2019,Nadal R.,Tiafoe F.,2,39.0,ESP,2001,85,185,Left,USA,2015.0,77.0,188.0,Right,Yes,-37.0,Medium,No
2019,Pouille L.,Raonic M.,31,17.0,FRA,2012,81,185,Right,CAN,2008.0,98.0,196.0,Right,No,14.0,Low,Yes
2019,Djokovic N.,Nishikori K.,1,9.0,SRB,2003,77,188,Right,JPN,2007.0,75.0,178.0,Right,Yes,-8.0,Low,Yes
2019,Nadal R.,Tsitsipas S.,2,15.0,ESP,2001,85,185,Left,GRE,2016.0,83.0,193.0,Right,Yes,-13.0,Low,No
2019,Djokovic N.,Pouille L.,1,31.0,SRB,2003,77,188,Right,FRA,2012.0,81.0,185.0,Right,Yes,-30.0,Low,Yes
2019,Djokovic N.,Nadal R.,1,2.0,SRB,2003,77,188,Right,ESP,2001.0,85.0,185.0,Left,Yes,-1.0,Low,No
2018,Dolgopolov O.,Haider-Maurer A.,37,448.0,UKR,2006,71,180,Right,AUT,2005.0,89.0,191.0,Right,Yes,-411.0,High,Yes
2018,Harrison R.,Sela D.,45,95.0,USA,2007,84,185,Right,ISR,2002.0,65.0,175.0,Right,Yes,-50.0,Medium,Yes
2018,Edmund K.,Anderson K.,49,12.0,GBR,2012,83,188,Right,RSA,2007.0,93.0,203.0,Right,No,37.0,Medium,Yes
2018,Carreno Busta P.,Kubler J.,11,243.0,ESP,2009,78,188,Right,AUS,2011.0,74.0,178.0,Right,Yes,-232.0,High,Yes
2018,Cuevas P.,Youzhny M.,34,90.0,URU,2004,80,180,Right,RUS,1999.0,73.0,183.0,Right,Yes,-56.0,Medium,Yes
2018,Istomin D.,Herbert P.H.,60,74.0,UZB,2004,88,188,Right,FRA,2010.0,79.0,188.0,Right,Yes,-14.0,Low,Yes
2018,Muller G.,Delbonis F.,28,67.0,LUX,2001,89,193,Left,ARG,2007.0,88.0,191.0,Left,Yes,-39.0,Medium,Yes
2018,Seppi A.,Moutet C.,76,155.0,ITA,2002,75,191,Right,FRA,2016.0,71.0,175.0,Left,Yes,-79.0,High,No
2018,Rublev A.,Ferrer D.,32,33.0,RUS,2014,68,188,Right,ESP,2000.0,73.0,175.0,Right,Yes,-1.0,Low,Yes
2018,Ebden M.,Isner J.,78,16.0,AUS,2006,80,188,Right,USA,2007.0,108.0,208.0,Right,No,62.0,Medium,Yes
2018,Nishioka Y.,Kohlschreiber P.,168,29.0,JPN,2014,64,170,Left,GER,2001.0,70.0,178.0,Right,No,139.0,High,No
2018,Troicki V.,Bolt A.,65,188.0,SRB,2006,86,193,Right,AUS,2011.0,84.0,183.0,Left,Yes,-123.0,High,No
2018,Shapovalov D.,Tsitsipas S.,50,82.0,CAN,2016,76,183,Left,GRE,2016.0,83.0,193.0,Right,Yes,-32.0,Medium,No
2018,Dimitrov G.,Novak D.,3,226.0,BUL,2008,80,191,Right,AUT,2011.0,80.0,183.0,Right,Yes,-223.0,High,Yes
2018,Schwartzman D.,Lajovic D.,26,75.0,ARG,2010,64,170,Right,SRB,2007.0,78.0,183.0,Right,Yes,-49.0,Medium,Yes
2018,Cilic M.,Pospisil V.,6,105.0,CRO,2005,89,198,Right,CAN,2007.0,84.0,193.0,Right,Yes,-99.0,High,Yes
2018,Dzumhur D.,Lorenzi P.,30,44.0,BIH,2011,70,175,Right,ITA,2003.0,77.0,183.0,Right,Yes,-14.0,Low,Yes
2018,Karlovic I.,Djere L.,89,85.0,CRO,2000,104,211,Right,SRB,2013.0,80.0,185.0,Right,No,4.0,Low,Yes
2018,Mcdonald M.,Ymer E.,186,140.0,USA,2016,73,178,Right,SWE,2014.0,78.0,183.0,Right,No,46.0,Medium,Yes
2018,Simon G.,Copil M.,57,92.0,FRA,2002,70,183,Right,ROU,2008.0,86.0,191.0,Right,Yes,-35.0,Medium,Yes
2018,Sugita Y.,Sock J.,41,9.0,JPN,2006,70,175,Right,USA,2011.0,84.0,191.0,Right,No,32.0,Medium,Yes
2018,Basilashvili N.,Melzer G.,61,102.0,GEO,2008,79,185,Right,AUT,2007.0,80.0,188.0,Left,Yes,-41.0,Medium,No
2018,Baghdatis M.,Bhambri Y.,123,119.0,CYP,2003,82,178,Right,IND,2008.0,77.0,183.0,Right,No,4.0,Low,Yes
2018,Millman J.,Coric B.,122,46.0,AUS,2006,79,183,Right,CRO,2013.0,79.0,185.0,Right,No,76.0,High,Yes
2018,Mayer L.,Jarry N.,52,101.0,ARG,2003,80,191,Right,CHI,2014.0,87.0,198.0,Right,Yes,-49.0,Medium,Yes
2018,Ruud C.,Halys Q.,138,134.0,NOR,2015,77,183,Right,FRA,2012.0,78.0,191.0,Right,No,4.0,Low,Yes
2018,Bemelmans R.,Pouille L.,117,18.0,BEL,2006,75,183,Left,FRA,2012.0,81.0,185.0,Right,No,99.0,High,No
2018,Kyrgios N.,Dutra Silva R.,17,98.0,AUS,2013,85,193,Right,BRA,2003.0,73.0,178.0,Right,Yes,-81.0,High,Yes
2018,Nadal R.,Estrella Burgos V.,1,79.0,ESP,2001,85,185,Left,DOM,2002.0,77.0,170.0,Right,Yes,-78.0,High,No
2018,Jaziri M.,Caruso S.,100,210.0,TUN,2003,82,185,Right,ITA,2010.0,80.0,185.0,Right,Yes,-110.0,High,Yes
2018,Sousa J.,Brown D.,70,129.0,POR,2008,74,185,Right,GER,2002.0,78.0,196.0,Right,Yes,-59.0,Medium,Yes
2018,Tsonga J.W.,King K.,15,214.0,FRA,2004,91,188,Right,USA,2013.0,86.0,191.0,Left,Yes,-199.0,High,No
2018,Lacko L.,Raonic M.,86,23.0,SVK,2005,85,185,Right,CAN,2008.0,98.0,196.0,Right,No,63.0,Medium,Yes
2018,Vesely J.,Safranek V.,64,225.0,CZE,2009,92,198,Left,CZE,2012.0,80.0,183.0,Right,Yes,-161.0,High,No
2018,Fucsovics M.,Albot R.,80,87.0,HUN,2010,82,188,Right,MDA,2008.0,69.0,175.0,Right,Yes,-7.0,Low,Yes
2018,Verdasco F.,Bautista Agut R.,40,21.0,ESP,2001,87,185,Left,ESP,2005.0,76.0,183.0,Right,No,19.0,Low,No
2018,Benneteau J.,Daniel T.,59,96.0,FRA,2000,79,185,Right,JPN,2010.0,76.0,191.0,Right,Yes,-37.0,Medium,Yes
2018,Mannarino A.,Berrettini M.,27,130.0,FRA,2004,70,180,Left,ITA,2015.0,95.0,196.0,Right,Yes,-103.0,High,No
2018,Kicker N.,Thompson J.,93,99.0,ARG,2009,75,178,Right,AUS,2013.0,73.0,183.0,Right,Yes,-6.0,Low,Yes
2018,Marterer M.,Stebe C.M.,94,83.0,GER,2015,84,191,Left,GER,2010.0,70.0,183.0,Left,No,11.0,Low,Yes
2018,Sonego L.,Haase R.,219,43.0,ITA,2013,76,191,Right,NED,2005.0,71.0,191.0,Right,No,176.0,High,Yes
2018,Querrey S.,Lopez F.,13,38.0,USA,2006,95,198,Right,ESP,1997.0,73.0,185.0,Left,Yes,-25.0,Low,No
2018,Zverev A.,Fabbiano T.,4,73.0,GER,2013,86,198,Right,ITA,2005.0,69.0,173.0,Right,Yes,-69.0,Medium,Yes
2018,Goffin D.,Bachinger M.,7,182.0,BEL,2009,68,180,Right,GER,2005.0,86.0,188.0,Right,Yes,-175.0,High,Yes
2018,Gojowczyk P.,Kukushkin M.,62,69.0,GER,2006,83,188,Right,KAZ,2006.0,72.0,183.0,Right,Yes,-7.0,Low,Yes
2018,Wawrinka S.,Berankis R.,8,136.0,SUI,2002,81,183,Right,LTU,2007.0,70.0,175.0,Right,Yes,-128.0,High,Yes
2018,Ramos-Vinolas A.,Donaldson J.,22,54.0,ESP,2007,80,188,Left,USA,2014.0,75.0,188.0,Right,Yes,-32.0,Medium,No
2018,Donskoy E.,Mayer F.,72,68.0,RUS,2007,74,185,Right,GER,2001.0,82.0,191.0,Right,No,4.0,Low,Yes
2018,Kudla D.,Johnson S.,190,48.0,USA,2010,75,180,Right,USA,2012.0,86.0,188.0,Right,No,142.0,High,Yes
2018,Djokovic N.,Young D.,14,63.0,SRB,2003,77,188,Right,USA,2004.0,79.0,183.0,Left,Yes,-49.0,Medium,No
2018,Sandgren T.,Chardy J.,97,84.0,USA,2011,87,188,Right,FRA,2005.0,75.0,188.0,Right,No,13.0,Low,Yes
2018,Smyczek T.,Popyrin A.,131,550.0,USA,2006,73,175,Right,AUS,2017.0,78.0,196.0,Right,Yes,-419.0,High,Yes
2018,Fognini F.,Zeballos H.,25,66.0,ITA,2004,74,178,Right,ARG,2003.0,83.0,188.0,Left,Yes,-41.0,Medium,No
2018,Struff J.L.,Kwon S.W.,55,174.0,GER,2009,87,196,Right,KOR,2015.0,72.0,180.0,Right,Yes,-119.0,High,Yes
2018,Medvedev D.,Kokkinakis T.,53,216.0,RUS,2014,81,198,Right,AUS,2013.0,82.0,196.0,Right,Yes,-163.0,High,Yes
2018,Monfils G.,Munar J.,39,187.0,FRA,2004,80,193,Right,ESP,2014.0,78.0,183.0,Right,Yes,-148.0,High,Yes
2018,Gasquet R.,Kavcic B.,31,106.0,FRA,2002,75,185,Right,SLO,2005.0,78.0,188.0,Right,Yes,-75.0,Medium,Yes
2018,Khachanov K.,Polansky P.,47,139.0,RUS,2013,88,198,Right,CAN,2006.0,79.0,183.0,Right,Yes,-92.0,High,Yes
2018,Garcia-Lopez G.,Paire B.,71,42.0,ESP,2002,80,185,Right,FRA,2007.0,80.0,196.0,Right,No,29.0,Low,Yes
2018,Chung H.,Zverev M.,58,35.0,KOR,2014,87,188,Right,GER,2005.0,88.0,191.0,Left,No,23.0,Low,No
2018,Berdych T.,De Minaur A.,20,127.0,CZE,2002,91,196,Right,AUS,2015.0,69.0,180.0,Right,Yes,-107.0,High,Yes
2018,Federer R.,Bedene A.,2,51.0,SUI,1998,85,185,Right,GBR,2008.0,72.0,183.0,Right,Yes,-49.0,Medium,Yes
2018,Thiem D.,Pella G.,5,56.0,AUT,2011,82,185,Right,ARG,2007.0,83.0,185.0,Left,Yes,-51.0,Medium,No
2018,Del Potro J.M.,Tiafoe F.,10,81.0,ARG,2005,97,198,Right,USA,2015.0,77.0,188.0,Right,Yes,-71.0,Medium,Yes
2018,Basilashvili N.,Bemelmans R.,61,117.0,GEO,2008,79,185,Right,BEL,2006.0,75.0,183.0,Left,Yes,-56.0,Medium,No
2018,Muller G.,Jaziri M.,28,100.0,LUX,2001,89,193,Left,TUN,2003.0,82.0,185.0,Right,Yes,-72.0,Medium,No
2018,Seppi A.,Nishioka Y.,76,168.0,ITA,2002,75,191,Right,JPN,2014.0,64.0,170.0,Left,Yes,-92.0,High,No
2018,Carreno Busta P.,Simon G.,11,57.0,ESP,2009,78,188,Right,FRA,2002.0,70.0,183.0,Right,Yes,-46.0,Medium,Yes
2018,Tsonga J.W.,Shapovalov D.,15,50.0,FRA,2004,91,188,Right,CAN,2016.0,76.0,183.0,Left,Yes,-35.0,Medium,No
2018,Edmund K.,Istomin D.,49,60.0,GBR,2012,83,188,Right,UZB,2004.0,88.0,188.0,Right,Yes,-11.0,Low,Yes
2018,Karlovic I.,Sugita Y.,89,41.0,CRO,2000,104,211,Right,JPN,2006.0,70.0,175.0,Right,No,48.0,Medium,Yes
2018,Cilic M.,Sousa J.,6,70.0,CRO,2005,89,198,Right,POR,2008.0,74.0,185.0,Right,Yes,-64.0,Medium,Yes
2018,Dzumhur D.,Millman J.,30,122.0,BIH,2011,70,175,Right,AUS,2006.0,79.0,183.0,Right,Yes,-92.0,High,Yes
2018,Harrison R.,Cuevas P.,45,34.0,USA,2007,84,185,Right,URU,2004.0,80.0,180.0,Right,No,11.0,Low,Yes
2018,Nadal R.,Mayer L.,1,52.0,ESP,2001,85,185,Left,ARG,2003.0,80.0,191.0,Right,Yes,-51.0,Medium,No
2018,Schwartzman D.,Ruud C.,26,138.0,ARG,2010,64,170,Right,NOR,2015.0,77.0,183.0,Right,Yes,-112.0,High,Yes
2018,Rublev A.,Baghdatis M.,32,123.0,RUS,2014,68,188,Right,CYP,2003.0,82.0,178.0,Right,Yes,-91.0,High,Yes
2018,Kyrgios N.,Troicki V.,17,65.0,AUS,2013,85,193,Right,SRB,2006.0,86.0,193.0,Right,Yes,-48.0,Medium,Yes
2018,Dimitrov G.,Mcdonald M.,3,186.0,BUL,2008,80,191,Right,USA,2016.0,73.0,178.0,Right,Yes,-183.0,High,Yes
2018,Dolgopolov O.,Ebden M.,37,78.0,UKR,2006,71,180,Right,AUS,2006.0,80.0,188.0,Right,Yes,-41.0,Medium,Yes
2018,Fucsovics M.,Querrey S.,80,13.0,HUN,2010,82,188,Right,USA,2006.0,95.0,198.0,Right,No,67.0,Medium,Yes
2018,Ramos-Vinolas A.,Smyczek T.,22,131.0,ESP,2007,80,188,Left,USA,2006.0,73.0,175.0,Right,Yes,-109.0,High,No
2018,Thiem D.,Kudla D.,5,190.0,AUT,2011,82,185,Right,USA,2010.0,75.0,180.0,Right,Yes,-185.0,High,Yes
2018,Kicker N.,Lacko L.,93,86.0,ARG,2009,75,178,Right,SVK,2005.0,85.0,185.0,Right,No,7.0,Low,Yes
2018,Berdych T.,Garcia-Lopez G.,20,71.0,CZE,2002,91,196,Right,ESP,2002.0,80.0,185.0,Right,Yes,-51.0,Medium,Yes
2018,Mannarino A.,Vesely J.,27,64.0,FRA,2004,70,180,Left,CZE,2009.0,92.0,198.0,Left,Yes,-37.0,Medium,Yes
2018,Fognini F.,Donskoy E.,25,72.0,ITA,2004,74,178,Right,RUS,2007.0,74.0,185.0,Right,Yes,-47.0,Medium,Yes
2018,Del Potro J.M.,Khachanov K.,10,47.0,ARG,2005,97,198,Right,RUS,2013.0,88.0,198.0,Right,Yes,-37.0,Medium,Yes
2018,Djokovic N.,Monfils G.,14,39.0,SRB,2003,77,188,Right,FRA,2004.0,80.0,193.0,Right,Yes,-25.0,Low,Yes
2018,Benneteau J.,Goffin D.,59,7.0,FRA,2000,79,185,Right,BEL,2009.0,68.0,180.0,Right,No,52.0,Medium,Yes
2018,Chung H.,Medvedev D.,58,53.0,KOR,2014,87,188,Right,RUS,2014.0,81.0,198.0,Right,No,5.0,Low,Yes
2018,Gasquet R.,Sonego L.,31,219.0,FRA,2002,75,185,Right,ITA,2013.0,76.0,191.0,Right,Yes,-188.0,High,Yes
2018,Marterer M.,Verdasco F.,94,40.0,GER,2015,84,191,Left,ESP,2001.0,87.0,185.0,Left,No,54.0,Medium,Yes
2018,Zverev A.,Gojowczyk P.,4,62.0,GER,2013,86,198,Right,GER,2006.0,83.0,188.0,Right,Yes,-58.0,Medium,Yes
2018,Sandgren T.,Wawrinka S.,97,8.0,USA,2011,87,188,Right,SUI,2002.0,81.0,183.0,Right,No,89.0,High,Yes
2018,Federer R.,Struff J.L.,2,55.0,SUI,1998,85,185,Right,GER,2009.0,87.0,196.0,Right,Yes,-53.0,Medium,Yes
2018,Edmund K.,Basilashvili N.,49,61.0,GBR,2012,83,188,Right,GEO,2008.0,79.0,185.0,Right,Yes,-12.0,Low,Yes
2018,Carreno Busta P.,Muller G.,11,28.0,ESP,2009,78,188,Right,LUX,2001.0,89.0,193.0,Left,Yes,-17.0,Low,No
2018,Dimitrov G.,Rublev A.,3,32.0,BUL,2008,80,191,Right,RUS,2014.0,68.0,188.0,Right,Yes,-29.0,Low,Yes
2018,Seppi A.,Karlovic I.,76,89.0,ITA,2002,75,191,Right,CRO,2000.0,104.0,211.0,Right,Yes,-13.0,Low,Yes
2018,Schwartzman D.,Dolgopolov O.,26,37.0,ARG,2010,64,170,Right,UKR,2006.0,71.0,180.0,Right,Yes,-11.0,Low,Yes
2018,Kyrgios N.,Tsonga J.W.,17,15.0,AUS,2013,85,193,Right,FRA,2004.0,91.0,188.0,Right,No,2.0,Low,Yes
2018,Nadal R.,Dzumhur D.,1,30.0,ESP,2001,85,185,Left,BIH,2011.0,70.0,175.0,Right,Yes,-29.0,Low,No
2018,Cilic M.,Harrison R.,6,45.0,CRO,2005,89,198,Right,USA,2007.0,84.0,185.0,Right,Yes,-39.0,Medium,Yes
2018,Sandgren T.,Marterer M.,97,94.0,USA,2011,87,188,Right,GER,2015.0,84.0,191.0,Left,No,3.0,Low,No
2018,Thiem D.,Mannarino A.,5,27.0,AUT,2011,82,185,Right,FRA,2004.0,70.0,180.0,Left,Yes,-22.0,Low,No
2018,Fognini F.,Benneteau J.,25,59.0,ITA,2004,74,178,Right,FRA,2000.0,79.0,185.0,Right,Yes,-34.0,Medium,Yes
2018,Chung H.,Zverev A.,58,4.0,KOR,2014,87,188,Right,GER,2013.0,86.0,198.0,Right,No,54.0,Medium,Yes
2018,Fucsovics M.,Kicker N.,80,93.0,HUN,2010,82,188,Right,ARG,2009.0,75.0,178.0,Right,Yes,-13.0,Low,Yes
2018,Berdych T.,Del Potro J.M.,20,10.0,CZE,2002,91,196,Right,ARG,2005.0,97.0,198.0,Right,No,10.0,Low,Yes
2018,Djokovic N.,Ramos-Vinolas A.,14,22.0,SRB,2003,77,188,Right,ESP,2007.0,80.0,188.0,Left,Yes,-8.0,Low,No
2018,Federer R.,Gasquet R.,2,31.0,SUI,1998,85,185,Right,FRA,2002.0,75.0,185.0,Right,Yes,-29.0,Low,Yes
2018,Cilic M.,Carreno Busta P.,6,11.0,CRO,2005,89,198,Right,ESP,2009.0,78.0,188.0,Right,Yes,-5.0,Low,Yes
2018,Nadal R.,Schwartzman D.,1,26.0,ESP,2001,85,185,Left,ARG,2010.0,64.0,170.0,Right,Yes,-25.0,Low,No
2018,Edmund K.,Seppi A.,49,76.0,GBR,2012,83,188,Right,ITA,2002.0,75.0,191.0,Right,Yes,-27.0,Low,Yes
2018,Dimitrov G.,Kyrgios N.,3,17.0,BUL,2008,80,191,Right,AUS,2013.0,85.0,193.0,Right,Yes,-14.0,Low,Yes
2018,Berdych T.,Fognini F.,20,25.0,CZE,2002,91,196,Right,ITA,2004.0,74.0,178.0,Right,Yes,-5.0,Low,Yes
2018,Federer R.,Fucsovics M.,2,80.0,SUI,1998,85,185,Right,HUN,2010.0,82.0,188.0,Right,Yes,-78.0,High,Yes
2018,Sandgren T.,Thiem D.,97,5.0,USA,2011,87,188,Right,AUT,2011.0,82.0,185.0,Right,No,92.0,High,Yes
2018,Chung H.,Djokovic N.,58,14.0,KOR,2014,87,188,Right,SRB,2003.0,77.0,188.0,Right,No,44.0,Medium,Yes
2018,Edmund K.,Dimitrov G.,49,3.0,GBR,2012,83,188,Right,BUL,2008.0,80.0,191.0,Right,No,46.0,Medium,Yes
2018,Cilic M.,Nadal R.,6,1.0,CRO,2005,89,198,Right,ESP,2001.0,85.0,185.0,Left,No,5.0,Low,No
2018,Chung H.,Sandgren T.,58,97.0,KOR,2014,87,188,Right,USA,2011.0,87.0,188.0,Right,Yes,-39.0,Medium,Yes
2018,Federer R.,Berdych T.,2,20.0,SUI,1998,85,185,Right,CZE,2002.0,91.0,196.0,Right,Yes,-18.0,Low,Yes
2018,Cilic M.,Edmund K.,6,49.0,CRO,2005,89,198,Right,GBR,2012.0,83.0,188.0,Right,Yes,-43.0,Medium,Yes
2018,Federer R.,Chung H.,2,58.0,SUI,1998,85,185,Right,KOR,2014.0,87.0,188.0,Right,Yes,-56.0,Medium,Yes
2018,Federer R.,Cilic M.,2,6.0,SUI,1998,85,185,Right,CRO,2005.0,89.0,198.0,Right,Yes,-4.0,Low,Yes
2017,De Minaur A.,Melzer G.,301,87.0,AUS,2015,69,180,Right,AUT,2007.0,80.0,188.0,Left,No,214.0,High,No
2017,Chardy J.,Almagro N.,72,42.0,FRA,2005,75,188,Right,ESP,2003.0,86.0,183.0,Right,No,30.0,Low,Yes
2017,Troicki V.,Dzumhur D.,35,78.0,SRB,2006,86,193,Right,BIH,2011.0,70.0,175.0,Right,Yes,-43.0,Medium,Yes
2017,Estrella Burgos V.,Bedene A.,103,109.0,DOM,2002,77,170,Right,GBR,2008.0,72.0,183.0,Right,Yes,-6.0,Low,Yes
2017,Harrison R.,Mahut N.,82,41.0,USA,2007,84,185,Right,FRA,2000.0,80.0,191.0,Right,No,41.0,Medium,Yes
2017,Nishikori K.,Kuznetsov An.,5,45.0,JPN,2007,75,178,Right,RUS,2008.0,70.0,183.0,Right,Yes,-40.0,Medium,Yes
2017,Zverev M.,Garcia-Lopez G.,50,74.0,GER,2005,88,191,Left,ESP,2002.0,80.0,185.0,Right,Yes,-24.0,Low,No
2017,Querrey S.,Halys Q.,32,155.0,USA,2006,95,198,Right,FRA,2012.0,78.0,191.0,Right,Yes,-123.0,High,Yes
2017,Berdych T.,Vanni L.,10,157.0,CZE,2002,91,196,Right,ITA,2006.0,94.0,198.0,Right,Yes,-147.0,High,Yes
2017,Tomic B.,Bellucci T.,27,62.0,AUS,2008,91,196,Right,BRA,2005.0,82.0,188.0,Left,Yes,-35.0,Medium,No
2017,Rublev A.,Lu Y.H.,152,60.0,RUS,2014,68,188,Right,TPE,2001.0,74.0,180.0,Right,No,92.0,High,Yes
2017,Isner J.,Kravchuk K.,19,88.0,USA,2007,108,208,Right,RUS,2004.0,80.0,191.0,Right,Yes,-69.0,Medium,Yes
2017,Cilic M.,Janowicz J.,7,273.0,CRO,2005,89,198,Right,POL,2007.0,94.0,203.0,Right,Yes,-266.0,High,Yes
2017,Jaziri M.,Soeda G.,56,139.0,TUN,2003,82,185,Right,JPN,2003.0,73.0,178.0,Right,Yes,-83.0,High,Yes
2017,Murray A.,Marchenko I.,1,95.0,GBR,2005,84,191,Right,UKR,2006.0,82.0,185.0,Right,Yes,-94.0,High,Yes
2017,Lajovic D.,Robert S.,94,55.0,SRB,2007,78,183,Right,FRA,2001.0,77.0,185.0,Right,No,39.0,Medium,Yes
2017,Schwartzman D.,Cuevas P.,54,22.0,ARG,2010,64,170,Right,URU,2004.0,80.0,180.0,Right,No,32.0,Medium,Yes
2017,Lacko L.,Ramos-Vinolas A.,121,26.0,SVK,2005,85,185,Right,ESP,2007.0,80.0,188.0,Left,No,95.0,High,No
2017,Khachanov K.,Mannarino A.,52,61.0,RUS,2013,88,198,Right,FRA,2004.0,70.0,180.0,Left,Yes,-9.0,Low,No
2017,Lorenzi P.,Duckworth J.,43,107.0,ITA,2003,77,183,Right,AUS,2010.0,82.0,183.0,Right,Yes,-64.0,Medium,Yes
2017,Seppi A.,Mathieu P.H.,89,75.0,ITA,2002,75,191,Right,FRA,1999.0,74.0,185.0,Right,No,14.0,Low,Yes
2017,Rubin N.,Fratangelo B.,200,113.0,USA,2015,68,175,Right,USA,2012.0,79.0,183.0,Right,No,87.0,High,Yes
2017,Bublik A.,Pouille L.,207,16.0,KAZ,2014,76,196,Right,FRA,2012.0,81.0,185.0,Right,No,191.0,High,Yes
2017,Sela D.,Granollers M.,67,38.0,ISR,2002,65,175,Right,ESP,2003.0,77.0,191.0,Right,No,29.0,Low,Yes
2017,Evans D.,Bagnis F.,51,65.0,GBR,2006,75,175,Right,ARG,2008.0,82.0,183.0,Left,Yes,-14.0,Low,No
2017,Tsonga J.W.,Monteiro T.,12,83.0,FRA,2004,91,188,Right,BRA,2011.0,78.0,183.0,Left,Yes,-71.0,Medium,No
2017,Sock J.,Herbert P.H.,20,73.0,USA,2011,84,191,Right,FRA,2010.0,79.0,188.0,Right,Yes,-53.0,Medium,Yes
2017,Johnson S.,Delbonis F.,30,44.0,USA,2012,86,188,Right,ARG,2007.0,88.0,191.0,Left,Yes,-14.0,Low,No
2017,Kyrgios N.,Elias G.,13,77.0,AUS,2013,85,193,Right,POR,2008.0,76.0,183.0,Right,Yes,-64.0,Medium,Yes
2017,Wawrinka S.,Klizan M.,4,34.0,SUI,2002,81,183,Right,SVK,2007.0,80.0,191.0,Left,Yes,-30.0,Low,No
2017,Darcis S.,Groth S.,71,162.0,BEL,2003,77,178,Right,AUS,2006.0,100.0,193.0,Right,Yes,-91.0,High,Yes
2017,Federer R.,Melzer J.,17,300.0,SUI,1998,85,185,Right,AUT,1999.0,81.0,183.0,Left,Yes,-283.0,High,No
2017,Kohlschreiber P.,Basilashvili N.,33,92.0,GER,2001,70,178,Right,GEO,2008.0,79.0,185.0,Right,Yes,-59.0,Medium,Yes
